2017-08-10 09:02:05.806263,2017-08-10 09:02:11.738482,0:00:05.932219,browsing,0
2017-08-10 09:02:11.743820,2017-08-10 09:08:43.330028,0:06:31.586208,copyFiles,0
2017-08-10 09:08:43.346964,2017-08-10 09:11:45.497598,0:03:02.150634,browsing,0
2017-08-10 09:11:45.503471,2017-08-10 09:14:25.320672,0:02:39.817201,browsing,0
2017-08-10 09:14:25.325645,2017-08-10 09:16:58.269814,0:02:32.944169,browsing,0
2017-08-10 09:16:58.283639,2017-08-10 18:22:37.572313,9:05:39.288674,browsing,0
2017-08-10 18:22:37.582571,2017-08-10 18:24:54.211061,0:02:16.628490,browsing,0
2017-08-10 18:24:54.216875,2017-08-10 18:25:44.715292,0:00:50.498417,mailing,0
2017-08-10 18:25:44.719560,2017-08-10 18:29:52.119606,0:04:07.400046,browsing,0
2017-08-10 18:29:52.126700,2017-08-11 09:00:32.042584,14:30:39.915884,browsing,0
2017-08-11 09:00:32.052483,2017-08-11 09:03:11.303965,0:02:39.251482,copyFiles,0
2017-08-11 09:03:11.309950,2017-08-11 09:04:10.393923,0:00:59.083973,copyFiles,0
2017-08-11 15:10:32.695292,2017-08-11 15:52:13.796341,0:41:41.101049,offline,0
2017-08-11 15:52:13.803795,2017-08-12 17:24:44.326172,1 day, 1:32:30.522377,browsing,0
2017-08-14 09:09:24.241415,2017-08-14 09:21:42.562126,0:12:18.320711,copyFiles,0
2017-08-15 09:00:05.312471,2017-08-15 09:00:55.890811,0:00:50.578340,mailing,0
2017-08-15 09:40:08.759620,2017-08-15 09:42:39.001534,0:02:30.241914,browsing,0
2017-08-15 09:42:39.020408,2017-08-15 09:50:16.611162,0:07:37.590754,private,0
2017-08-16 09:13:00.670889,2017-08-16 09:15:38.771911,0:02:38.101022,breaks,0
2017-08-16 09:15:38.777325,2017-08-16 09:16:57.363412,0:01:18.586087,browsing,0
2017-08-16 09:16:57.368514,2017-08-16 09:17:05.817127,0:00:08.448613,browsing,0
2017-08-16 09:17:05.823931,2017-08-16 09:18:56.825473,0:01:51.001542,mailing,0
2017-08-16 09:18:56.844637,2017-08-16 09:24:49.151912,0:05:52.307275,private,0
2017-08-16 09:24:49.157330,2017-08-16 09:27:54.977102,0:03:05.819772,private,0
2017-08-16 09:27:54.982415,2017-08-16 09:39:23.083920,0:11:28.101505,offline,0
2017-08-16 09:39:23.093092,2017-08-16 09:40:13.449201,0:00:50.356109,mailing,0
2017-08-16 09:40:13.496924,2017-08-16 09:44:21.843247,0:04:08.346323,private,0
2017-08-16 09:44:21.849297,2017-08-16 09:47:41.877145,0:03:20.027848,browsing,0
2017-08-16 09:47:41.881727,2017-08-16 09:51:43.920195,0:04:02.038468,browsing,0
2017-08-16 09:51:43.953510,2017-08-16 09:57:10.982158,0:05:27.028648,browsing,0
2017-08-16 09:57:10.987023,2017-08-16 10:00:44.475821,0:03:33.488798,private,0
2017-08-16 10:00:44.482325,2017-08-16 10:04:12.583907,0:03:28.101582,breaks,0
2017-08-16 10:04:12.590557,2017-08-16 10:38:05.644648,0:33:53.054091,meeting,0
2017-08-16 10:38:06.682755,2017-08-16 12:23:20.784466,1:45:14.101711,meeting,0
2017-08-16 12:23:20.791290,2017-08-16 12:24:11.127824,0:00:50.336534,mailing,0
2017-08-16 12:24:11.133431,2017-08-16 12:25:09.979138,0:00:58.845707,browsing,0
2017-08-16 12:25:09.985443,2017-08-16 12:27:26.480217,0:02:16.494774,browsing,0
2017-08-16 12:27:26.486543,2017-08-16 13:32:19.588112,1:04:53.101569,meeting,0
2017-08-16 13:32:19.596729,2017-08-16 13:37:44.981112,0:05:25.384383,browsing,0
2017-08-16 13:37:44.987089,2017-08-16 13:39:17.902559,0:01:32.915470,browsing,0
2017-08-16 13:39:17.907845,2017-08-16 13:42:50.721429,0:03:32.813584,private,0
2017-08-16 13:42:50.727923,2017-08-16 13:46:49.068332,0:03:58.340409,browsing,0
2017-08-16 13:46:49.076006,2017-08-16 14:22:27.177474,0:35:38.101468,offline,0
2017-08-16 14:22:27.184770,2017-08-16 15:05:50.200049,0:43:23.015279,meeting,0
2017-08-16 15:05:50.207501,2017-08-16 15:09:29.648067,0:03:39.440566,private,0
2017-08-16 15:09:29.653448,2017-08-16 15:12:46.066281,0:03:16.412833,private,0
2017-08-16 15:12:46.073192,2017-08-16 16:11:24.174863,0:58:38.101671,meeting,0
2017-08-16 16:11:24.182104,2017-08-16 16:13:21.323025,0:01:57.140921,browsing,0
2017-08-16 16:13:21.329504,2017-08-16 17:43:16.431055,1:29:55.101551,meeting,0
2017-08-16 17:43:16.438682,2017-08-16 17:44:22.286948,0:01:05.848266,browsing,0
2017-08-16 17:44:22.292822,2017-08-16 17:58:57.391960,0:14:35.099138,offline,0
2017-08-16 17:58:57.399360,2017-08-16 19:48:36.500960,1:49:39.101600,meeting,0

